title,url,partner,partner_url,course_type,description,category,image_url,duration_weeks,hours_per_week,level,rating,rating_count,enrolled_count,price,currency,start_date
Understanding and Responding to Children who Run Away from Home and Institutions,https://www.futurelearn.com/courses/running-away-drivers-awareness-and-responses,Missing Children Europe,https://www.futurelearn.com/partners/missing-children-europe,Course,Examine your understanding of runaways and formulate effective responses for better intervention and prevention.,Psychology & Mental Health,,4,,,,,1057,,,
Plants to Products: An introduction to Biorefining,https://www.futurelearn.com/courses/introduction-to-biorefining,Aberystwyth University,https://www.futurelearn.com/partners/aberystwyth-university,Course,"Learn how plants and other biomass can be turned into fuels, plastics, and other sustainable products.",Nature & Environment,,4,,Introductory level,,,,,,
LISTEN: Supporting emotional wellbeing in diabetes care,https://www.futurelearn.com/courses/listen-supporting-emotional-wellbeing-in-diabetes-care,Deakin University,https://www.futurelearn.com/partners/deakin-university,Course,"Enhance your skills in emotional wellbeing, therapeutic communication, and PST for diabetes care.",Healthcare & Medicine,,4,,,,,,,,
Key Skills for Application Security Testing and Debugging,https://www.futurelearn.com/courses/key-skills-for-application-security-testing-and-debugging,Starweaver,https://www.futurelearn.com/partners/starweaver,Course,"Build practical application security skills using industry-standard testing tools, debugging techniques and professional reporting",IT & Computer Science,,4,,Intermediate level,,,,,,
Introduction to HACCP for Food Safety,https://www.futurelearn.com/courses/introduction-to-haccp,International Culinary Studio,https://www.futurelearn.com/partners/international-culinary-studio,Course,Build your knowledge of HACCP standards and implement a Food Safety Management System to keep your customers safe.,Business & Management,,2,,Introductory level,,,1089,,,
Introduction to Menu Engineering,https://www.futurelearn.com/courses/introduction-to-menu-engineering,International Culinary Studio,https://www.futurelearn.com/partners/international-culinary-studio,Course,"Discover how to maximise your profits by engineering a fully optimised, revenue-boosting menu.",Business & Management,,2,,Introductory level,,,,,,
Develop and Launch A Food Product,https://www.futurelearn.com/courses/how-to-launch-your-own-food-product,International Culinary Studio,https://www.futurelearn.com/partners/international-culinary-studio,Course,"Gain the skills to research, design, and market a food product and develop your own successful business opportunity.",Creative Arts & Media,,5,,Introductory level,,,350,,,
Electric Two-and-Three-Wheelers: Steering the Mobility Revolution,https://www.futurelearn.com/courses/electric-two-and-three-wheelers-steering-the-mobility-revolution,Transformative Urban Mobility Initiative (TUMI),https://www.futurelearn.com/partners/transformative-urban-mobility-initiative,Course,Join this six-week course to explore the surging popularity of electric two-and-three-wheelers across the globe.,Nature & Environment,,6,,Intermediate level,,,360,,,
Core Principles of Threat Hunting Techniques,https://www.futurelearn.com/courses/core-principles-of-threat-hunting-techniques,Starweaver,https://www.futurelearn.com/partners/starweaver,Course,"Learn to hunt threats proactively using data science, machine learning, Splunk, and Jupyter notebooks. Go beyond basic alerts.",IT & Computer Science,,4,,Intermediate level,,,,,,
Mini Medical School: Introduction to Medical Science,https://www.futurelearn.com/courses/university-of-colorado-mini-medical-school-part-1,University of Colorado,https://www.futurelearn.com/partners/university-of-colorado-system,Course,Discover the science underpinning modern medical practice today and how to maintain and promote good physical and mental health.,Healthcare & Medicine,,3,,,,,,,,
Introduction to Nutritional Psychiatry: Nutri-Psyche,https://www.futurelearn.com/courses/introduction-to-nutritional-psychiatry-nutri-psyche-,Deakin University,https://www.futurelearn.com/partners/deakin-university,Course,Grow your understanding of the links between diet and mental health and explore strategies to use nutrition in treatment plans.,Psychology & Mental Health,,3,,,,,,,,
Introduction to Babysitting Essentials,https://www.futurelearn.com/courses/introduction-to-babysitting-essentials,Norland,https://www.futurelearn.com/partners/norland,Course,"Develop essential skills for safe, confident babysitting with children of all ages. Build your professional childcare toolkit.",Healthcare & Medicine,,4,,,,,,,,
Mini Medical School: Hot Topics in Medical Science,https://www.futurelearn.com/courses/mini-medical-school-hot-topics-in-medicine,University of Colorado,https://www.futurelearn.com/partners/university-of-colorado-system,Course,"Learn about cutting-edge medical science topics, separate fact from fiction, and empower yourself to look after your own health.",Healthcare & Medicine,,4,,,,,,,,
Vehículos eléctricos de dos y tres ruedas: La revolución de la movilidad,https://www.futurelearn.com/courses/electric-two-and-three-wheelers-steering-the-mobility-revolution-spanish,Transformative Urban Mobility Initiative (TUMI),https://www.futurelearn.com/partners/transformative-urban-mobility-initiative,Course,Participe en este curso de 6 semanas y explore la popularidad global de los vehículos eléctricos de 2 y 3 ruedas.,Nature & Environment,,6,,Intermediate level,,,,,,
"Bioinformatics for Biologists: An Introduction to Linux, Bash Scripting, and R",https://www.futurelearn.com/courses/linux-for-bioinformatics,Wellcome Connecting Science,https://www.futurelearn.com/partners/wellcome-genome-campus,Course,Get familiar with Linux and its command line in order to access the full range of bioinformatics tools available to researchers.,Healthcare & Medicine,https://ugc.futurelearn.com/uploads/images/e9/74/e9742e37-39b9-48e2-9831-c6036dd522ee.jpg,3,,,4.83333,282,,0,GBP,2026-03-23
Exploring Law: Studying Law at University,https://www.futurelearn.com/courses/exploring-law-studying-law-at-university,University of Cambridge,https://www.futurelearn.com/partners/university-of-cambridge,Course,"Is law right for you? Learn the basics, explore key questions in depth, and hear from students and inspirational legal figures.",Law,https://ugc.futurelearn.com/uploads/images/16/22/1622f4fc-0ae6-4734-89d8-8bfed45aaa69.jpg,6,,Introductory level,4.88158,76,14751,99.0,GBP,2026-01-26
Lifestyle Medicine for Mental Health Services: Life and Mind,https://www.futurelearn.com/courses/lifestyle-medicine-for-mental-health-services,Deakin University,https://www.futurelearn.com/partners/deakin-university,Course,Learn how to prevent and manage mental illness with practical frameworks to use in services that provide mental health care.,Healthcare & Medicine,,3,,,,,,,,
Introduction to Norwegian,https://www.futurelearn.com/courses/norwegian,University of Oslo,https://www.futurelearn.com/partners/oslo,Course,"Start learning Norwegian today. Learn to speak, write and understand basic Norwegian with this four-week course.",Language,https://ugc.futurelearn.com/uploads/images/61/03/6103c984-9229-46fe-b8f0-3c56265bd639.jpg,4,,Introductory level,4.82011,189,113454,59.0,GBP,2026-01-19
Integrating Food and Energy Production on Farmland,https://www.futurelearn.com/courses/integrating-food-and-energy-production-on-farmland,University of Reading,https://www.futurelearn.com/partners/university-of-reading,Course,"Discover how farms can produce food and clean energy together. Explore agrivoltaics, biogas, and sustainable farming practices.",Nature & Environment,,2,,,,,,,,
Innovative Teaching: Engaging Adult Learners with Active Learning,https://www.futurelearn.com/courses/engaging-adult-learners-with-active-learning,University of Padova,https://www.futurelearn.com/partners/university-of-padova,Course,"Discover the power of active participation in adult learning, encouraging teamwork and collaboration among students.",Teaching,,4,,,,,,,,
Critical Approaches to Film,https://www.futurelearn.com/courses/critical-approaches-to-film,Film Distributors' Association,https://www.futurelearn.com/partners/film-distributors-association,Course,Explore how film criticism shapes what we watch on this online course from the Film Distributors' Association.,Creative Arts & Media,,4,,Introductory level,,,509,,,
Essentials of Securing Cloud Operations,https://www.futurelearn.com/courses/essentials-of-securing-cloud-operations,Starweaver,https://www.futurelearn.com/partners/starweaver,Course,"Master practical cloud security skills across AWS, Azure, and GCP. Learn to secure cloud operations and maintain compliance.",IT & Computer Science,,4,,Intermediate level,,,,,,
Food and Mood: Improving Mental Health Through Diet and Nutrition,https://www.futurelearn.com/courses/food-and-mood,Deakin University,https://www.futurelearn.com/partners/deakin-university,Course,"Explore the relationship between nutrition and brain health, why it matters, and how to work towards positive food changes.",Healthcare & Medicine,https://ugc.futurelearn.com/uploads/images/f6/28/f62892ec-bb4f-4d9a-a8e6-9cc843996f51.jpg,3,,,4.63033,798,94053,79.0,GBP,2026-01-12
Protecting Wellbeing When Exposed to Distressing Topics or Content,https://www.futurelearn.com/courses/protecting-wellbeing-when-exposed-to-distressing-topics-content,University of Birmingham,https://www.futurelearn.com/partners/university-of-birmingham,Course,"Learn how to recognise, manage, and protect your wellbeing when exposed to distressing content at work.",Psychology & Mental Health,,3,,,,,,,,
Essentials of Incident Response Frameworks,https://www.futurelearn.com/courses/essentials-of-incident-response-frameworks,Starweaver,https://www.futurelearn.com/partners/starweaver,Course,Learn practical incident response skills and create a robust cyber incident response plan.,Business & Management,,4,,Intermediate level,,,,,,
Good Pharmacy Practice: Medication Management,https://www.futurelearn.com/courses/advanced-good-pharmacy-practice-part1,Taipei Medical University,https://www.futurelearn.com/partners/taipei-medical-university,Course,"Learn how to effectively manage medications, from formulary management and procurement to drug safety and patient education.",Healthcare & Medicine,,3,,Advanced level,,,2744,,,
Bioinformatics for Biologists: Analysing and Interpreting Genomics Datasets,https://www.futurelearn.com/courses/bioinformatics-for-biologists-analysing-and-interpreting-genomics-datasets,Wellcome Connecting Science,https://www.futurelearn.com/partners/wellcome-genome-campus,Course,Boost your career by gaining the skills to install and modify the elements of a bioinformatics workflow to suit your needs.,Healthcare & Medicine,https://ugc.futurelearn.com/uploads/images/66/25/66255580-d676-4c16-971d-253304ec4ec4.jpg,3,,,4.82828,99,,0,GBP,2026-04-06
Essentials of Cyber Threat Intelligence,https://www.futurelearn.com/courses/essentials-of-cyber-threat-intelligence,Starweaver,https://www.futurelearn.com/partners/starweaver,Course,"Harness the power of cybersecurity tools, frameworks and solutions to turn raw cyber data into actionable security insights.",IT & Computer Science,,4,,Intermediate level,,,,,,
What Makes A Happy Life?: An introduction to Samuel Johnson’s Rasselas,https://www.futurelearn.com/courses/introduction-to-samuel-johnsons-rasselas,Ralston College,https://www.futurelearn.com/partners/ralston-college,Course,Explore the humane realism of Samuel Johnson in a deep dive into his only novel with Theodore Dalrymple as your guide.,Literature,,6,,,,,,,,
Game Design: Practical Unity Development,https://www.futurelearn.com/courses/game-design-practical-unity-development,Communication University of China,https://www.futurelearn.com/partners/communication-university-of-china,Course,"Build a complete 3D game with Unity. Learn animation, AI, networking, and more through hands-on project work.",IT & Computer Science,,11,,Intermediate level,,,,,,
Core Principles of Cyber Espionage and Counter-intelligence,https://www.futurelearn.com/courses/core-principles-of-cyber-espionage-and-counterintelligence,Starweaver,https://www.futurelearn.com/partners/starweaver,Course,Learn espionage tactics and counterintelligence strategies to defend against sophisticated cyber threats.,Business & Management,,4,,Intermediate level,,,,,,
"The Forbidden City and Its People: Exploring Chinese History, Heritage & Culture with The Palace Museum",https://www.futurelearn.com/courses/the-forbidden-city-and-its-people,University of Stirling,https://www.futurelearn.com/partners/stirling,Course,Unearth the architectural secrets of China's imperial past with this online history course from the University of Stirling.,History,,6,,Introductory level,,,,,,
Education in Complex Times: Critical Approaches and New Paradigms,https://www.futurelearn.com/courses/education-in-complex-times-critical-approaches-and-new-paradigms,University of Stirling,https://www.futurelearn.com/partners/stirling,Course,Discover new education strategies with the University of Stirling and prepare the education community for a bold new future.,Teaching,,6,,,,,725,,,
The Data-Driven Business Analyst,https://www.futurelearn.com/courses/the-data-driven-business-analyst,Salford Business School,https://www.futurelearn.com/partners/salford-business-school,Course,Learn to turn data into business decisions. Build the analytical skills to bridge technical teams and business needs effectively.,Business & Management,,6,,,,,,,,
Dental Radiography: Radiation Protection in Dental Practice,https://www.futurelearn.com/courses/radiation-protection-in-dental-practice,UK Health Security Agency,https://www.futurelearn.com/partners/uk-health-security-agency,Course,Learn the UK safety requirements and legislation for carrying out safe dental X-rays on this CPD course for dental professionals.,Healthcare & Medicine,https://ugc.futurelearn.com/uploads/images/02/38/02389ef5-9d6a-482e-8b97-420daf6332ac.jpg,5,,,4.89381,113,,85.0,GBP,2026-01-05
